Frequency,Nominal,Min,Max
1950,0.000010585087155154656,0.000012234529715656623,0.000009045115986159473
2000,0.000010586227451466788,0.0000122362789945616,0.00000904583125576758
2050,0.00001058739580756439,0.000012238070892330414,0.00000904656426495135
2100,0.000010588592162434397,0.000012239905282946299,0.000009047314985944183
2150,0.000010589816453511794,0.000012241782037159702,0.000009048083390278348
2200,0.000010591068616676481,0.000012243701022480123,0.000009048869448783935
2250,0.000010592348586250083,0.000012245662103167835,0.000009049673131587712
2300,0.000010593656294992725,0.0000122476651402255,0.000009050494408112008
2350,0.000010594991674099736,0.00001224970999138972,0.000009051333247073567
2400,0.000010596354653198327,0.00001225179651112247,0.000009052189616482372
2450,0.000010597745160344226,0.00001225392455060242,0.000009053063483640473
2500,0.000010599163122018226,0.00001225609395771624,0.00000905395481514077
2550,0.000010600608463122774,0.000012258304577049808,0.000009054863576865782
2600,0.000010602081106978428,0.000012260556249879299,0.000009055789733986438
2700,0.000010605107988294716,0.000012265182104528966,0.000009057694091532725
2750,0.000010606662064455146,0.000012267555952272715,0.00000905867221873074
2800,0.000010608243120759011,0.000012269970185341479,0.00000905966759486658
2850,0.00001060985107256382,0.000012272424628328514,0.000009060680181533924
2900,0.000010611485833623507,0.000012274919102463352,0.000009061709939607077
2950,0.000010613147316084726,0.00001227745342560266,0.000009062756829239576
3000,0.000010614835430483104,0.000012280027412221221,0.0000090638208098629
3050,0.000010616550085739473,0.000012282640873402795,0.000009064901840185018
3100,0.00001061829118915612,0.000012285293616831083,0.000009065999878189058
3150,0.000010620058646412997,0.000012287985446780681,0.000009067114881131888
3200,0.000010621852361563899,0.00001229071616410806,0.000009068246805542695
3300,0.000010625518173609326,0.000012296293447177828,0.000009070561241238184
3400,0.000010629287825054756,0.000012302023804190886,0.000009072942822901577
3500,0.000010633160489399639,0.0000123079055180408,0.000009075391176424462
3600,0.000010637135313758127,0.000012313936816087714,0.000009077905915917302
3700,0.000010641211418737072,0.000012320115869888436,0.000009080486643662397
3900,0.000010649663819720796,0.000012332909650398389,0.000009085844413613055
4000,0.000010654038223317245,0.00001233952043889299,0.000009088620600814702
4100,0.00001065851012248201,0.000012346271106239532,0.000009091461066165168
4200,0.00001066307850349418,0.00001235315954125156,0.000009094365352091621
4320,0.000010668686449193627,0.000012361604459443975,0.000009097934076188668
4450,0.000010674914665736302,0.000012370968990930636,0.000009101902169665984
4580,0.00001068129957443127,0.000012380553093117879,0.000009105975250431283
4750,0.000010689881318370913,0.000012393408739577222,0.000009111458115290252
4880,0.00001069661812412853,0.000012403479323107167,0.000009115769103306434
5000,0.00001070296822361072,0.00001241295435886241,0.000009119838252119058
5150,0.00001071107998173925,0.000012425032859465786,0.00000912504435210234
5300,0.000010719381128949911,0.000012437363614194933,0.000009130381569730553
5500,0.000010730736096808389,0.000012454180694571567,0.000009137698295202094
5650,0.000010739461325752649,0.000012467062908154147,0.00000914333343180139
5800,0.000010748360320425126,0.000012480164843034868,0.000009149092655475633
6000,0.000010760487291927456,0.000012497957878344683,0.00000915696074890883
6150,0.000010769772060916194,0.000012511531593233042,0.00000916300065255693
6300,0.000010779213383761256,0.00001252528928193824,0.000009169156895778435
6450,0.000010788805787704338,0.000012539219607292786,0.00000917542701344528
6600,0.0000107985436579991,0.000012553310955773588,0.00000918180847517644
6750,0.000010808421238564067,0.000012567551442104133,0.000009188298685261165
6880,0.000010817090264370707,0.000012580004447030736,0.000009194009444170442
7000,0.00001082517826148135,0.000012591583880343026,0.000009199350107863212
7150,0.000010835399196599895,0.000012606161953758597,0.000009206117126315668
7320,0.00001084712451718771,0.000012622807979024738,0.00000921390554185917
7500,0.00001085969355830203,0.00001264055664738664,0.00000922228553663437
7650,0.000010870280735149445,0.0000126554278932084,0.000009229370068879047
7800,0.00001088096346523029,0.000012670357993603358,0.000009236543352439452
8000,0.000010895343901568394,0.000012690332439684852,0.000009246240393190806
8200,0.000010909865469308284,0.000012710353640685378,0.00000925608210419138
8400,0.000010924511214971738,0.000012730387721254217,0.000009266060722095904
8600,0.000010939263809497974,0.000012750400277615513,0.000009276168285302647
8800,0.000010954105562834948,0.000012770356435476516,0.000009286396636514447
9000,0.000010969018440016583,0.000012790220912046607,0.0000092967374256996
9200,0.000010983984078752138,0.000012809958082053128,0.000009307182113469513
9400,0.00001099898380854606,0.000012829532047598656,0.000009317721974889238
9600,0.000011013998671358322,0.00001284890671166289,0.000009328348103736023
9800,0.000011029009443805974,0.000012868045855009701,0.000009339051417219779
10000,0.000011043996660897225,0.000012886913216218154,0.000009349822661178105
10200,0.000011058940641278895,0.000012905472574514568,0.000009360652415757098
10400,0.000011073821513967732,0.000012923687835042997,0.00000937153110158752
10600,0.000011088619246524954,0.000012941523116173224,0.000009382448986464216
10800,0.000011103313674622086,0.000012958942838410244,0.000009393396192534783
11000,0.000011117884532934718,0.000012975911814436855,0.00000940436270400156
11200,0.000011132311487289307,0.000012992395339793088,0.000009415338375338605
11500,0.000011153637538884684,0.00001301613592579739,0.000009431796568262669
11800,0.000011174525259082872,0.000013038595313310747,0.000009448217134334111
12000,0.00001118817306652042,0.000013052802813661074,0.000009459125711651313
12200,0.000011201575467400508,0.00001306636173535705,0.000009469991098686156
12500,0.00001122117519898804,0.00001308541884652547,0.00000948618472500063
12800,0.000011240111038683227,0.000013102853207391673,0.000009502220611046878
13000,0.00001125233368708062,0.000013113529744611832,0.000009512805488107315
13200,0.000011264213065284551,0.000013123419671036502,0.000009523293102498173
13500,0.000011281347652855588,0.000013136728064258393,0.00000953881833970354
13800,0.000011297606283738241,0.000013148139293682193,0.000009554063531990766
